what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318624706634
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318624768466
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318624778452
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318624803657
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318624806442
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318624849074
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318624850915
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318624878842
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.moveLineUp",1318624881935
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.moveLineUp",1318624882265
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318624918510
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625004226
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625113879
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318625118216
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625121186
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625121290
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625122989
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625123084
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625124765
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625125379
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625127163
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625127273
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1318625198449
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318625200986
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318625238597
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625241802
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625241953
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318625243945
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625258045
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625333491
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318625337785
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1318625376240
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625378202
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625887378
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318625892377
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625895136
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318625895929
no handler,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1318625897188
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625907052
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318625907149
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318625907196
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1318625908062
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318625908393
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318625926935
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318625930648
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318625937817
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318625938164
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318625981173
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625986281
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318625986385
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318625987964
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318625991843
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318625991990
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318626009290
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318626009480
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318626015951
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318626016136
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318626090066
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318626806349
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318626814826
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318626816602
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318626832660
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318626832811
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1318626834612
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318626836122
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318626837312
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318626840609
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318626840665
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1318626840672
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318626842551
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318626854823
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318626859694
