what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404699311
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404764634
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318404767507
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404790664
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404808290
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404819425
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404843837
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318404846855
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404853752
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404853942
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318404857582
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318404861224
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404863401
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404867892
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318404870845
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404873168
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404876565
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318404878906
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404880152
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404886821
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318404889499
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404890864
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404890965
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404892300
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404893773
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404894902
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404904539
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318404912224
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1318404916702
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318404923164
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318404923350
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318404926903
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404960808
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404960915
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318404960963
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318404963050
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318404964207
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318404965557
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404967883
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318404976124
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1318405023573
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318405035296
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318405072155
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318405074033
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318405080577
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318405086152
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318405089125
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318405094916
